shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shp_1_12,28.645706,77.318222,254,42405.852
shp_1_12,28.645521,77.318649,255,42452.223
shp_1_12,28.645378,77.319183,256,42506.73
shp_1_12,28.645275,77.319832,257,42571.344
shp_1_12,28.645304,77.322273,258,42810.051
shp_1_12,28.645304,77.322273,259,42810.051
shp_1_12,28.645329,77.324348,260,43012.668
shp_1_12,28.64579,77.331924,261,43754.313
shp_1_12,28.645834,77.332359,262,43797.023
shp_1_12,28.645899,77.332771,263,43838.551
shp_1_12,28.646027,77.333275,264,43889.301
shp_1_12,28.646135,77.333549,265,43918.621
shp_1_12,28.64632,77.333946,266,43962.543
shp_1_12,28.646519,77.33429,267,44002.656
shp_1_12,28.647518,77.335922,268,44197.504
shp_1_12,28.649071,77.338531,269,44505.684
shp_1_12,28.649712,77.339561,270,44628.379
shp_1_17,28.655773,77.148499,1,0.0
shp_1_17,28.662069,77.157692,2,1138.856
shp_1_17,28.662069,77.157692,3,1138.856
shp_1_17,28.663061,77.159309,4,1331.989
shp_1_17,28.66399,77.160973,5,1524.501
shp_1_17,28.664341,77.161575,6,1595.044
shp_1_17,28.664974,77.162895,7,1742.004
shp_1_17,28.665213,77.16333,8,1792.193
shp_1_17,28.665556,77.163757,9,1848.849
shp_1_17,28.665941,77.164108,10,1903.673
shp_1_17,28.666386,77.164337,11,1957.859
shp_1_17,28.666845,77.164429,12,2009.83
shp_1_17,28.667315,77.164413,13,2062.041
shp_1_17,28.667601,77.164368,14,2094.273
shp_1_17,28.667976,77.164261,15,2137.41
shp_1_17,28.668196,77.164162,16,2163.74
shp_1_17,28.668526,77.163925,17,2206.894
shp_1_17,28.668793,77.163651,18,2247.305
shp_1_17,28.669058,77.1633,19,2292.436
shp_1_17,28.669239,77.162941,20,2333.043
shp_1_17,28.669691,77.161865,21,2449.245
shp_1_17,28.670397,77.160271,22,2623.792
shp_1_17,28.670671,77.159561,23,2699.322
shp_1_17,28.670914,77.158867,24,2772.263
shp_1_17,28.671078,77.158112,25,2848.791
shp_1_17,28.671173,77.157631,26,2896.62
shp_1_17,28.671415,77.156235,27,3035.446
shp_1_17,28.671537,77.155281,28,3129.73
shp_1_17,28.671537,77.155281,29,3129.73
shp_1_17,28.671751,77.153969,30,3259.848
shp_1_17,28.67206,77.152168,31,3439.158
shp_1_17,28.672201,77.151199,32,3534.91
shp_1_17,28.672541,77.148758,33,3776.57
shp_1_17,28.672926,77.146118,34,4038.284
shp_1_17,28.672926,77.146118,35,4038.284
shp_1_17,28.673073,77.144943,36,4153.9
shp_1_17,28.673155,77.144501,37,4197.764
shp_1_17,28.673319,77.144028,38,4247.475
shp_1_17,28.673752,77.142525,39,4402.077
shp_1_17,28.673834,77.142044,40,4450.228
shp_1_17,28.674124,77.139664,41,4685.135
shp_1_17,28.674332,77.137703,42,4877.993
shp_1_17,28.674353,77.136955,43,4950.852
shp_1_17,28.674334,77.135506,44,5092.036
shp_1_17,28.674362,77.134911,45,5150.354
shp_1_17,28.674961,77.130455,46,5590.602
shp_1_17,28.6752,77.128281,47,5804.543
shp_1_17,28.6752,77.128281,48,5804.543
shp_1_17,28.675266,77.127686,49,5863.675
shp_1_17,28.675648,77.124748,50,6153.1
shp_1_17,28.676405,77.119347,51,6687.832
shp_1_17,28.676668,77.117325,52,6887.09
shp_1_17,28.676668,77.117325,53,6887.09
shp_1_17,28.677328,77.112274,54,7385.682
shp_1_17,28.677328,77.112274,55,7385.682
shp_1_17,28.678585,77.102211,56,8378.771
shp_1_17,28.678585,77.102211,57,8378.771
shp_1_17,28.679665,77.093857,58,9203.416
shp_1_17,28.679733,77.092667,59,9320.195
shp_1_17,28.679733,77.092667,60,9320.195
shp_1_17,28.680073,77.089409,61,9640.17
shp_1_17,28.681038,77.080841,62,10483.825
shp_1_17,28.681286,77.078705,63,10694.65
shp_1_17,28.681286,77.078705,64,10694.65
shp_1_17,28.681828,77.074005,65,11157.398
shp_1_17,28.681828,77.074005,66,11157.398
shp_1_17,28.68199,77.072617,67,11294.415
shp_1_17,28.68224,77.071365,68,11419.096
shp_1_17,28.682276,77.070862,69,11469.048
shp_1_17,28.682333,77.064728,70,12067.981
shp_1_17,28.682333,77.064728,71,12067.981
shp_1_17,28.682356,77.059128,72,12614.492
shp_1_17,28.68232,77.058701,73,12656.69
shp_1_17,28.682255,77.058189,74,12706.809
shp_1_17,28.682173,77.057701,75,12755.811
shp_1_17,28.682144,77.056999,76,12823.907
shp_1_17,28.682131,77.056236,77,12898.712
shp_1_17,28.682131,77.056236,78,12898.712
shp_1_17,28.682137,77.054016,79,13115.567
shp_1_17,28.68215,77.051994,80,13312.994
shp_1_17,28.682241,77.043938,81,14100.081
shp_1_17,28.682241,77.043938,82,14100.081
shp_1_17,28.682322,77.032608,83,15206.372
shp_1_17,28.682367,77.030571,84,15405.771
shp_1_17,28.682362,77.03006,85,15455.202
shp_1_17,28.682489,77.02829,86,15629.0
shp_1_17,28.682489,77.02829,87,15629.0
shp_1_17,28.68396,76.989822,88,19389.082
shp_1_17,28.68396,76.989822,89,19389.082
shp_1_17,28.68544,76.993599,90,19792.729
shp_1_17,28.68544,76.993599,91,19792.729
shp_1_17,28.685513,76.992691,92,19881.561
shp_1_17,28.685658,76.989563,93,20187.381
shp_1_17,28.685946,76.986229,94,20514.404
shp_1_17,28.686512,76.979919,95,21133.785
shp_1_17,28.686729,76.977196,96,21400.969
shp_1_17,28.686729,76.977196,97,21400.969
shp_1_17,28.687201,76.971992,98,21911.752
shp_1_17,28.687717,76.965965,99,22503.23
shp_1_17,28.687899,76.964066,100,22689.557
shp_1_17,28.687899,76.964066,101,22689.557
shp_1_17,28.688,76.96302,102,22792.445
shp_1_17,28.688456,76.959557,103,23134.467
shp_1_17,28.688745,76.956306,104,23453.76
shp_1_17,28.688992,76.952881,105,23789.297
shp_1_17,28.689156,76.951149,106,23959.01
shp_1_17,28.689156,76.951149,107,23959.01
shp_1_17,28.689627,76.946159,108,24449.354
shp_1_17,28.690027,76.941742,109,24882.914
shp_1_17,28.690535,76.936668,110,25381.936
shp_1_17,28.69059,76.936241,111,25423.625
shp_1_17,28.690626,76.935905,112,25457.033
shp_1_17,28.690659,76.93544,113,25502.547
shp_1_17,28.690659,76.93544,114,25502.547
shp_1_17,28.69087,76.933197,115,25722.889
shp_1_17,28.691076,76.932037,116,25838.301
shp_1_17,28.691303,76.931122,117,25931.438
shp_1_17,28.691599,76.930084,118,26037.549
shp_1_17,28.691807,76.929459,119,26103.258
shp_1_17,28.692045,76.928947,120,26159.512
shp_1_17,28.693962,76.9254,121,26566.303
shp_1_17,28.696793,76.920197,122,27164.73
shp_1_17,28.697344,76.919144,123,27284.018
shp_1_13,28.459364,77.072639,1,0.0
shp_1_13,28.460171,77.073341,2,113.015
shp_1_13,28.46032,77.073456,3,132.986
shp_1_13,28.460487,77.07357,4,154.853
shp_1_13,28.460644,77.073647,5,173.961
shp_1_13,28.460823,77.073723,6,195.206
shp_1_13,28.461012,77.073792,7,217.294
shp_1_13,28.461264,77.073845,8,245.706
shp_1_13,28.461544,77.073883,9,277.18
shp_1_13,28.461836,77.073883,10,309.699
shp_1_13,28.462107,77.073853,11,340.09
shp_1_13,28.472324,77.072388,12,1486.327
shp_1_13,28.472324,77.072388,13,1486.327
shp_1_13,28.475864,77.071861,14,1883.925
shp_1_13,28.47654,77.071938,15,1959.361
shp_1_13,28.477003,77.072083,16,2012.736
shp_1_13,28.477468,77.072319,17,2069.795
shp_1_13,28.477886,77.072708,18,2129.539
shp_1_13,28.478178,77.073074,19,2177.86
shp_1_13,28.478363,77.073418,20,2217.459
shp_1_13,28.47847,77.073677,21,2245.601
shp_1_13,28.478559,77.073959,22,2275.105
shp_1_13,28.478628,77.074249,23,2304.155
shp_1_13,28.479588,77.07988,24,2865.382
shp_1_13,28.479588,77.07988,25,2865.382
shp_1_13,28.480606,77.086815,26,3553.411
shp_1_13,28.480696,77.087761,27,3646.274
shp_1_13,28.480639,77.08831,28,3700.339
shp_1_13,28.480589,77.088966,29,3765.014
shp_1_13,28.480652,77.089439,30,3811.884
shp_1_13,28.480852,77.09079,31,3945.829
shp_1_13,28.481024,77.091583,32,4026.093
shp_1_13,28.481298,77.09301,33,4168.627
shp_1_13,28.481298,77.09301,34,4168.627
shp_1_13,28.481642,77.094406,35,4310.878
shp_1_13,28.481813,77.095192,36,4390.073
shp_1_13,28.481941,77.09599300000001,37,4469.445
shp_1_13,28.482042,77.096848,38,4553.682
shp_1_13,28.482101,77.09742,39,4610.155
shp_1_13,28.482094,77.097961,40,4663.262
shp_1_13,28.482046,77.098564,41,4722.605
shp_1_13,28.481905,77.099846,42,4848.987
shp_1_13,28.481869,77.100471,43,4910.382
shp_1_13,28.481932,77.101212,44,4983.118
shp_1_13,28.482046,77.102219,45,5082.687
shp_1_13,28.482046,77.102219,46,5082.687
shp_1_13,28.482172,77.103271,47,5186.168
shp_1_13,28.482172,77.104355,48,5292.361
shp_1_13,28.482231,77.105156,49,5370.832
shp_1_13,28.482317,77.105713,50,5426.049
shp_1_13,28.482553,77.106766,51,5533.005
shp_1_13,28.482647,77.1073,52,5585.902
shp_1_13,28.482662,77.107628,53,5618.365
shp_1_13,28.482656,77.107941,54,5648.646
shp_1_13,28.482624,77.108223,55,5676.417
shp_1_13,28.482569,77.108528,56,5706.98
shp_1_13,28.482422,77.108994,57,5755.497
shp_1_13,28.482327,77.10923,58,5781.12
shp_1_13,28.482046,77.109772,59,5842.543
shp_1_13,28.481819,77.110237,60,5894.268
shp_1_13,28.481691,77.110603,61,5932.926
shp_1_13,28.481602,77.110992,62,5972.107
shp_1_13,28.48156,77.111244,63,5997.711
shp_1_13,28.481546,77.111771,64,6049.231
shp_1_13,28.481581,77.112373,65,6108.314
shp_1_13,28.481611,77.113129,66,6181.763
shp_1_13,28.481619,77.113594,67,6227.347
shp_1_13,28.481539,77.114204,68,6287.8
shp_1_13,28.481396,77.114876,69,6355.522
shp_1_13,28.481188,77.115982,70,6466.569
shp_1_13,28.48097,77.117035,71,6572.403
shp_1_13,28.480803,77.117752,72,6644.521
shp_1_13,28.480602,77.118225,73,6696.326
shp_1_13,28.480017,77.119141,74,6806.898
shp_1_13,28.479185,77.120384,75,6959.928
shp_1_13,28.478931,77.120987,76,7025.272
shp_1_13,28.478804,77.121635,77,7090.0
shp_1_13,28.478783,77.122223,78,7147.95
shp_1_13,28.47884,77.12265,79,7190.012
shp_1_13,28.478941,77.123032,80,7229.289
shp_1_13,28.479307,77.123779,81,7312.587
shp_1_13,28.47978,77.12439,82,7392.239
shp_1_13,28.480757,77.125748,83,7563.971
shp_1_13,28.480757,77.125748,84,7563.971
shp_1_13,28.481091,77.126221,85,7623.271
shp_1_13,28.482063,77.127502,86,7789.315
shp_1_13,28.48402,77.13031,87,8139.504
shp_1_13,28.485138,77.131416,88,8304.85
shp_1_13,28.486706,77.133369,89,8563.512
shp_1_13,28.487669,77.135223,90,8774.032
shp_1_13,28.489418,77.138992,91,9190.896
shp_1_13,28.490578,77.141327,92,9453.407
shp_1_13,28.491026,77.142143,93,9547.719
shp_1_13,28.492096,77.145203,94,9869.676
shp_1_13,28.492638,77.146545,95,10014.138
shp_1_13,28.493776,77.14917,96,10300.718
shp_1_13,28.493776,77.14917,97,10300.718
shp_1_13,28.494364,77.150436,98,10440.772
shp_1_13,28.497009,77.156364,99,11091.175
shp_1_13,28.498455,77.159637,100,11449.371
shp_1_13,28.498764,77.160355,101,11528.006
shp_1_13,28.499146,77.161369,102,11635.428
shp_1_13,28.499146,77.161369,103,11635.428
shp_1_13,28.499508,77.162331,104,11737.864
shp_1_13,28.49971,77.162811,105,11790.063
shp_1_13,28.501726,77.167114,106,12267.383
shp_1_13,28.503729,77.171768,107,12774.333
shp_1_13,28.50411,77.17247,108,12854.986
shp_1_13,28.504187,77.172623,109,12872.359
shp_1_13,28.504271,77.172768,110,12889.157
shp_1_13,28.504885,77.173447,111,12984.622
shp_1_13,28.506592,77.174858,112,13219.269
shp_1_13,28.506592,77.174858,113,13219.269
shp_1_13,28.506741,77.17498,114,13239.591
shp_1_13,28.507732,77.175644,115,13368.091
shp_1_13,28.508215,77.176094,116,13437.104
shp_1_13,28.508369,77.176262,117,13460.871
shp_1_13,28.508505,77.17643,118,13483.6
shp_1_13,28.508575,77.176537,119,13496.553
shp_1_13,28.508678,77.17672,120,13517.731
shp_1_13,28.508863,77.177124,121,13562.297
shp_1_13,28.508928,77.177292,122,13579.949
shp_1_13,28.508978,77.177452,123,13596.875
shp_1_13,28.509027,77.177673,124,13619.191
shp_1_13,28.509167,77.17894,125,13743.776
shp_1_13,28.50927,77.179497,126,13799.394
shp_1_13,28.509375,77.179871,127,13838.406
shp_1_13,28.509539,77.180237,128,13878.368
shp_1_13,28.511543,77.184303,129,14334.486
shp_1_13,28.512594,77.185875,130,14527.313
shp_1_13,28.512594,77.185875,131,14527.313
shp_1_13,28.520638,77.199379,132,16123.336
shp_1_13,28.520638,77.199379,133,16123.336
shp_1_13,28.529057,77.204796,134,17199.961
shp_1_13,28.529057,77.204796,135,17199.961
shp_1_13,28.529774,77.204613,136,17281.561
shp_1_13,28.530121,77.20459,137,17320.338
shp_1_13,28.532854,77.205345,138,17633.605
shp_1_13,28.535564,77.206116,139,17944.469
shp_1_13,28.538406,77.206696,140,18265.887
shp_1_13,28.542471,77.206398,141,18719.242
shp_1_13,28.544262,77.20668,142,18920.693
shp_1_13,28.544262,77.20668,143,18920.693
shp_1_13,28.546585,77.206772,144,19179.389
shp_1_13,28.547405,77.206635,145,19271.598
shp_1_13,28.548542,77.205971,146,19414.023
shp_1_13,28.549095,77.20591,147,19475.801
shp_1_13,28.551859,77.205688,148,19784.295
shp_1_13,28.555206,77.206116,149,20159.197
shp_1_13,28.556484,77.206444,150,20305.066
shp_1_13,28.55801,77.206764,151,20477.818
shp_1_13,28.559828,77.207062,152,20682.072
shp_1_13,28.559828,77.207062,153,20682.072
shp_1_13,28.561657,77.207359,154,20887.926
shp_1_13,28.563559,77.207535,155,21100.262
shp_1_13,28.566032,77.20755,156,21375.748
shp_1_13,28.566868,77.207771,157,21471.15
shp_1_13,28.567183,77.207863,158,21507.342
shp_1_13,28.56794,77.208046,159,21593.379
shp_1_13,28.568171,77.208092,160,21619.586
shp_1_13,28.568171,77.208092,161,21619.586
shp_1_13,28.574169,77.209274,162,22297.225
shp_1_13,28.574951,77.209457,163,22386.23
shp_1_13,28.575174,77.209534,164,22412.102
shp_1_13,28.575174,77.209534,165,22412.102
shp_1_13,28.583437,77.212303,166,23371.002
shp_1_13,28.583832,77.212326,167,23415.006
shp_1_13,28.584867,77.212318,168,23530.217
shp_1_13,28.586599,77.212502,169,23723.795
shp_1_13,28.587244,77.212563,170,23795.77
shp_1_13,28.587244,77.212563,171,23795.77
shp_1_13,28.58963,77.212769,172,24062.324
shp_1_13,28.591269,77.212639,173,24245.131
shp_1_13,28.597345,77.211067,174,24938.787
shp_1_13,28.597345,77.211067,175,24938.787
shp_1_13,28.611525,77.210052,176,26520.295
shp_1_13,28.611525,77.210052,177,26520.295
shp_1_13,28.615883,77.21225,178,27050.852
shp_1_13,28.615883,77.21225,179,27050.852
shp_1_13,28.616922,77.212349,180,27167.166
shp_1_13,28.621136,77.212708,181,27637.416
shp_1_13,28.621489,77.212891,182,27680.611
shp_1_13,28.622982,77.214005,183,27879.332
shp_1_13,28.622982,77.214005,184,27879.332
shp_1_13,28.625504,77.21563,185,28201.906
shp_1_13,28.62583,77.215744,186,28239.756
shp_1_13,28.627283,77.215775,187,28401.484
shp_1_13,28.627865,77.216064,188,28472.088
shp_1_13,28.631824,77.218758,189,28985.549
shp_1_13,28.63225,77.218994,190,29038.354
shp_1_13,28.632795,77.219238,191,29103.625
shp_1_13,28.632795,77.219238,192,29103.625
shp_1_13,28.633139,77.219376,193,29143.918
shp_1_13,28.633596,77.219513,194,29196.715
shp_1_13,28.63406,77.219627,195,29249.516
shp_1_13,28.643492,77.222717,196,30341.805
shp_1_13,28.643492,77.222717,197,30341.805
shp_1_13,28.649277,77.226486,198,31083.941
shp_1_13,28.649277,77.226486,199,31083.941
shp_1_13,28.656029,77.230011,200,31910.654
shp_1_13,28.656029,77.230011,201,31910.654
shp_1_13,28.656122,77.230057,202,31922.039
shp_1_13,28.65649,77.230179,203,31964.779
shp_1_13,28.658422,77.230309,204,32180.225
shp_1_13,28.659256,77.230339,205,32272.9
shp_1_13,28.663395,77.230011,206,32734.877
shp_1_13,28.665253,77.229309,207,32952.68
shp_1_13,28.667503,77.228165,208,33227.133
shp_1_13,28.667503,77.228165,209,33227.133
shp_1_13,28.6686,77.227577,210,33361.934
shp_1_13,28.669811,77.227127,211,33503.727
shp_1_13,28.671947,77.226219,212,33757.406
shp_1_13,28.672489,77.226013,213,33821.152
shp_1_13,28.673347,77.225868,214,33917.793
shp_1_13,28.674191,77.225739,215,34012.348
shp_1_13,28.675117,77.22554,216,34117.48
shp_1_13,28.675667,77.225403,217,34179.965
shp_1_13,28.676842,77.224998,218,34316.684
shp_1_13,28.676842,77.224998,219,34316.684
shp_1_13,28.67877,77.224373,220,34539.773
shp_1_13,28.679277,77.224182,221,34599.375
shp_1_13,28.679722,77.223915,222,34655.219
shp_1_13,28.680069,77.223679,223,34700.094
shp_1_13,28.680651,77.223312,224,34774.086
shp_1_13,28.681057,77.223045,225,34826.496
shp_1_13,28.681576,77.222717,226,34892.523
shp_1_13,28.681902,77.222565,227,34931.75
shp_1_13,28.68218,77.222534,228,34962.848
shp_1_13,28.682682,77.222511,229,35018.648
shp_1_13,28.686317,77.221695,230,35431.234
shp_1_13,28.687819,77.221458,231,35599.844
shp_1_13,28.687819,77.221458,232,35599.844
shp_1_13,28.694765,77.212418,233,36773.438
shp_1_13,28.694765,77.212418,234,36773.438
shp_1_13,28.697979,77.206909,235,37419.617
shp_1_13,28.697979,77.206909,236,37419.617
shp_1_13,28.70274,77.194008,237,38786.25
shp_1_13,28.70274,77.194008,238,38786.25
shp_1_13,28.703617,77.19178,239,39024.633
shp_1_13,28.704493,77.189796,240,39241.652
shp_1_13,28.704729,77.189178,241,39306.902
shp_1_13,28.706079,77.184967,242,39745.301
shp_1_13,28.70627,77.18364,243,39876.266
shp_1_13,28.706366,77.182739,244,39964.785
shp_1_13,28.706497,77.182076,245,40031.508
shp_1_13,28.706678,77.181496,246,40091.32
shp_1_13,28.707069,77.180382,247,40208.426
shp_1_13,28.707069,77.180382,248,40208.426
shp_1_13,28.706678,77.181496,249,40325.531
shp_1_13,28.706497,77.182076,250,40385.344
shp_1_13,28.706366,77.182739,251,40452.066
shp_1_13,28.70627,77.18364,252,40540.586
shp_1_13,28.706079,77.184967,253,40671.551
shp_1_13,28.704729,77.189178,254,41109.949
shp_1_13,28.704493,77.189796,255,41175.199
shp_1_13,28.703617,77.19178,256,41392.219
shp_1_13,28.70274,77.194008,257,41630.602
shp_1_13,28.698156,77.206421,258,42945.977
shp_1_13,28.697184,77.209099,259,43229.086
shp_1_13,28.697184,77.209099,260,43229.086
shp_1_13,28.697014,77.209572,261,43278.492
shp_1_13,28.695059,77.214729,262,43827.535
shp_1_13,28.697014,77.209572,263,44376.578
shp_1_13,28.698156,77.206421,264,44709.094
shp_1_13,28.70274,77.194008,265,46024.469
shp_1_13,28.703617,77.19178,266,46262.852
shp_1_13,28.704493,77.189796,267,46479.871
shp_1_13,28.704729,77.189178,268,46545.121
shp_1_13,28.706079,77.184967,269,46983.52
shp_1_13,28.70627,77.18364,270,47114.484
shp_1_13,28.706366,77.182739,271,47203.004
shp_1_13,28.706497,77.182076,272,47269.727
shp_1_13,28.706678,77.181496,273,47329.539
shp_1_13,28.707462,77.179245,274,47566.059
shp_1_13,28.707745,77.178642,275,47633.074
shp_1_13,28.707985,77.178238,276,47680.676
shp_1_13,28.708263,77.177841,277,47730.105
shp_1_13,28.710386,77.175949,278,48030.063
shp_1_13,28.716599,77.170448,279,48905.711
shp_1_13,28.717316,77.1698,280,49007.383
shp_1_13,28.720636,77.166946,281,49470.34
shp_1_13,28.721815,77.165833,282,49640.992
shp_1_13,28.7227,77.165092,283,49763.23
shp_1_13,28.725986,77.162682,284,50198.086
shp_1_13,28.728075,77.161102,285,50477.105
shp_1_13,28.728075,77.161102,286,50477.105
shp_1_13,28.718657,77.149956,287,51988.207
shp_1_13,28.718657,77.149956,288,51988.207
shp_1_13,28.740192,77.135574,289,54766.363
shp_1_13,28.740192,77.135574,290,54766.363
shp_1_13,28.742872,77.146545,291,55877.969
shp_1_16,28.62895,77.077927,1,0.0
shp_1_16,28.628637,77.07811,2,39.284
shp_1_16,28.628178,77.078354,3,95.85
shp_1_16,28.625586,77.079582,4,408.214
shp_1_16,28.622038,77.083031,5,927.51
shp_1_16,28.620255,77.084221,6,1157.358
shp_1_16,28.618795,77.085159,7,1344.287
shp_1_16,28.61738,77.08564,8,1508.493
shp_1_16,28.616533,77.085442,9,1604.78
shp_1_16,28.615755,77.085175,10,1695.143
shp_1_16,28.615755,77.085175,11,1695.143
shp_1_16,28.613577,77.084206,12,1955.648
shp_1_16,28.602818,77.082581,13,3163.918
shp_1_16,28.601875,77.082359,14,3271.035
shp_1_16,28.601875,77.082359,15,3271.035
shp_1_16,28.595867,77.081093,16,3951.241
shp_1_16,28.591938,77.08149,17,4390.309
shp_1_16,28.590891,77.081696,18,4508.507
shp_1_16,28.58989,77.082344,19,4636.841
shp_1_16,28.588909,77.083046,20,4765.819
shp_1_16,28.588909,77.083046,21,4765.819
shp_1_16,28.588148,77.08358,22,4865.345
shp_1_16,28.587355,77.084419,23,4985.91
shp_1_16,28.582808,77.093422,24,6000.6
shp_1_16,28.581205,77.096939,25,6388.341
shp_1_16,28.579931,77.101433,26,6849.782
shp_1_16,28.579592,77.102547,27,6965.026
shp_1_16,28.578983,77.10405,28,7127.073
shp_1_16,28.578915,77.104309,29,7153.456
shp_1_16,28.578806,77.104904,30,7212.663
shp_1_16,28.578735000000002,77.105377,31,7259.468
shp_1_16,28.578543,77.106117,32,7335.243
shp_1_16,28.577755,77.108566,33,7589.988
shp_1_16,28.577509,77.109482,34,7683.933
shp_1_16,28.577341,77.110352,35,7771.016
shp_1_16,28.57715,77.111153,36,7851.884
shp_1_16,28.57715,77.111153,37,7851.884
shp_1_16,28.576811,77.112137,38,7955.068
shp_1_16,28.576328,77.11348,39,8096.934
shp_1_16,28.576063,77.114258,40,8178.82
shp_1_16,28.575359,77.11776,41,8530.167
shp_1_16,28.575222,77.118416,42,8595.661
shp_1_16,28.574804,77.120026,43,8759.785
shp_1_16,28.5744,77.120857,44,8852.748
shp_1_16,28.573875,77.121307,45,8925.662
shp_1_16,28.573101,77.121552,46,9015.189
shp_1_16,28.57115,77.121941,47,9235.797
shp_1_16,28.569685,77.121994,48,9398.889
shp_1_16,28.568892,77.121872,49,9487.963
shp_1_16,28.567593,77.122063,50,9633.776
shp_1_16,28.564859,77.12262,51,9942.766
shp_1_16,28.564859,77.12262,52,9942.766
shp_1_16,28.562706,77.123077,53,10186.511
shp_1_16,28.562111,77.123276,54,10255.673
shp_1_16,28.561502,77.123756,55,10338.176
shp_1_16,28.560757,77.124603,56,10455.532
shp_1_16,28.560537,77.126183,57,10611.594
shp_1_16,28.560863,77.128807,58,10871.064
shp_1_16,28.56168,77.131714,59,11168.917
shp_1_16,28.561872,77.132492,60,11248.178
shp_1_16,28.561972,77.133362,61,11333.852
shp_1_16,28.56197,77.134476,62,11442.946
shp_1_16,28.561779,77.135643,63,11558.643
shp_1_16,28.560827,77.140251,64,12022.11
shp_1_16,28.560827,77.140251,65,12022.11
shp_1_16,28.560736,77.14093,66,12088.849
shp_1_16,28.560631,77.141884,67,12183.174
shp_1_16,28.560455,77.142853,68,12279.668
shp_1_16,28.559759,77.14534,69,12534.797
shp_1_16,28.558777,77.150291,70,13031.161
shp_1_16,28.557926,77.159645,71,13950.652
shp_1_16,28.557808,77.161087,72,14092.587
shp_1_16,28.557808,77.161087,73,14092.587
shp_1_16,28.557669,77.162598,74,14240.759
shp_1_16,28.557821,77.165863,75,14560.535
shp_1_16,28.558968,77.170303,76,15012.879
shp_1_16,28.558985,77.171982,77,15177.504
shp_1_16,28.558628,77.173027,78,15286.5
shp_1_16,28.55817,77.173767,79,15375.113
shp_1_16,28.557842,77.174049,80,15421.022
shp_1_16,28.557842,77.174049,81,15421.022
shp_1_16,28.557533,77.174324,82,15464.546
shp_1_16,28.556877,77.175049,83,15566.232
shp_1_16,28.55109,77.18399,84,16652.135
shp_1_16,28.550602,77.185005,85,16765.775
shp_1_16,28.550602,77.185005,86,16765.775
shp_1_16,28.550364,77.185509,87,16821.221
shp_1_16,28.549139,77.188454,88,17140.309
shp_1_16,28.547394,77.193108,89,17635.055
shp_1_16,28.547003,77.194511,90,17779.268
shp_1_16,28.547003,77.194511,91,17779.268
shp_1_16,28.546583,77.195854,92,17917.963
shp_1_16,28.545828,77.19796,93,18141.002
shp_1_16,28.544086,77.201736,94,18557.637
shp_1_16,28.543476,77.203918,95,18781.877
shp_1_16,28.54335,77.205017,96,18890.254
shp_1_16,28.543165,77.206215,97,19008.959
shp_1_16,28.543142,77.206665,98,19052.762
shp_1_16,28.543142,77.206665,99,19052.762
shp_1_16,28.542353,77.221092,100,20466.66
shp_1_16,28.542353,77.221092,101,20466.66
shp_1_16,28.542274,77.222542,102,20609.059
shp_1_16,28.541925,77.226593,103,21007.115
shp_1_16,28.541275,77.228928,104,21246.619
shp_1_16,28.541092,77.230293,105,21381.131
shp_1_16,28.541092,77.230293,106,21381.131
shp_1_16,28.540731,77.234322,107,21777.359
shp_1_16,28.540932,77.236176,108,21959.664
shp_1_16,28.541872,77.238464,109,22207.088
shp_1_16,28.541872,77.238464,110,22207.088
shp_1_16,28.545164,77.249352,111,23333.234
shp_1_16,28.546038,77.251518,112,23566.123
shp_1_16,28.546038,77.251518,113,23566.123
shp_1_16,28.549461,77.259071,114,24397.234
shp_1_16,28.549461,77.259071,115,24397.234
shp_1_16,28.554491,77.264816,116,25190.414
shp_1_16,28.554491,77.264816,117,25190.414
shp_1_16,28.555147,77.265648,118,25299.83
shp_1_16,28.556337,77.267906,119,25557.119
shp_1_16,28.556721,77.26886,120,25659.617
shp_1_16,28.557058,77.269371,121,25722.436
shp_1_16,28.557341,77.26992,122,25784.23
shp_1_16,28.558222,77.271675,123,25981.836
shp_1_16,28.558739,77.272667,124,26094.982
shp_1_16,28.559147,77.273621,125,26198.65
shp_1_16,28.559437,77.274239,126,26266.842
shp_1_16,28.559763,77.274895,127,26340.633
shp_1_16,28.559763,77.274895,128,26340.633
shp_1_16,28.560547,77.276421,129,26513.771
shp_1_16,28.560766,77.276901,130,26566.316
shp_1_16,28.560986,77.277672,131,26645.557
shp_1_16,28.561073,77.278458,132,26723.281
shp_1_16,28.561085,77.281509,133,27021.951
shp_1_16,28.56106,77.282623,134,27130.686
shp_1_16,28.56111,77.283157,135,27182.977
shp_1_16,28.561266,77.283752,136,27243.951
shp_1_16,28.561562,77.284508,137,27324.535
shp_1_16,28.561863,77.285126,138,27393.924
shp_1_16,28.562162,77.285507,139,27444.135
shp_1_16,28.563066,77.286316,140,27572.074
shp_1_16,28.563066,77.286316,141,27572.074
shp_1_16,28.563633,77.286789,142,27649.953
shp_1_16,28.564035,77.287224,143,27712.109
shp_1_16,28.564529,77.287888,144,27797.0
shp_1_16,28.564772,77.288254,145,27841.744
shp_1_16,28.564936,77.288696,146,27888.762
shp_1_16,28.565025,77.289154,147,27934.789
shp_1_16,28.565029,77.289627,148,27980.918
shp_1_16,28.564934,77.290077,149,28025.82
shp_1_16,28.564808,77.290443,150,28064.412
shp_1_16,28.564552,77.290985,151,28124.32
