route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
22,weekday,11456,,,,,shp_1_22,0,0
22,weekday,11457,,,,,shp_1_22,0,0
22,weekday,11458,,,,,shp_1_22,0,0
22,weekday,11459,,,,,shp_1_22,0,0
22,weekday,11460,,,,,shp_1_22,0,0
22,weekday,11461,,,,,shp_1_22,0,0
22,weekday,11462,,,,,shp_1_22,0,0
22,weekday,11463,,,,,shp_1_22,0,0
22,weekday,11464,,,,,shp_1_22,0,0
22,weekday,11465,,,,,shp_1_22,0,0
22,weekday,11466,,,,,shp_1_22,0,0
22,weekday,11467,,,,,shp_1_22,0,0
22,weekday,11468,,,,,shp_1_22,0,0
22,weekday,11469,,,,,shp_1_22,0,0
22,weekday,11470,,,,,shp_1_22,0,0
22,weekday,11471,,,,,shp_1_22,0,0
22,weekday,11472,,,,,shp_1_22,0,0
22,weekday,11473,,,,,shp_1_22,0,0
22,weekday,11474,,,,,shp_1_22,0,0
22,weekday,11475,,,,,shp_1_22,0,0
22,weekday,11476,,,,,shp_1_22,0,0
22,weekday,11477,,,,,shp_1_22,0,0
22,weekday,11478,,,,,shp_1_22,0,0
22,weekday,11479,,,,,shp_1_22,0,0
22,weekday,11480,,,,,shp_1_22,0,0
22,weekday,11481,,,,,shp_1_22,0,0
22,weekday,11482,,,,,shp_1_22,0,0
22,weekday,11483,,,,,shp_1_22,0,0
22,weekday,11484,,,,,shp_1_22,0,0
22,weekday,11485,,,,,shp_1_22,0,0
22,weekday,11486,,,,,shp_1_22,0,0
22,weekday,11487,,,,,shp_1_22,0,0
22,weekday,11488,,,,,shp_1_22,0,0
22,weekday,11489,,,,,shp_1_22,0,0
22,weekday,11490,,,,,shp_1_22,0,0
22,weekday,11491,,,,,shp_1_22,0,0
22,weekday,11492,,,,,shp_1_22,0,0
22,weekday,11493,,,,,shp_1_22,0,0
22,weekday,11494,,,,,shp_1_22,0,0
22,weekday,11495,,,,,shp_1_22,0,0
22,weekday,11496,,,,,shp_1_22,0,0
22,weekday,11497,,,,,shp_1_22,0,0
22,weekday,11498,,,,,shp_1_22,0,0
22,weekday,11499,,,,,shp_1_22,0,0
22,weekday,11500,,,,,shp_1_22,0,0
22,weekday,11501,,,,,shp_1_22,0,0
22,weekday,11502,,,,,shp_1_22,0,0
22,weekday,11503,,,,,shp_1_22,0,0
22,weekday,11504,,,,,shp_1_22,0,0
22,weekday,11505,,,,,shp_1_22,0,0
22,weekday,11506,,,,,shp_1_22,0,0
22,weekday,11507,,,,,shp_1_22,0,0
22,weekday,11508,,,,,shp_1_22,0,0
22,weekday,11509,,,,,shp_1_22,0,0
22,weekday,11510,,,,,shp_1_22,0,0
22,weekday,11511,,,,,shp_1_22,0,0
22,weekday,11512,,,,,shp_1_22,0,0
22,weekday,11513,,,,,shp_1_22,0,0
22,weekday,11514,,,,,shp_1_22,0,0
22,weekday,11515,,,,,shp_1_22,0,0
22,weekday,11516,,,,,shp_1_22,0,0
22,weekday,11517,,,,,shp_1_22,0,0
22,weekday,11518,,,,,shp_1_22,0,0
22,weekday,11519,,,,,shp_1_22,0,0
22,weekday,11520,,,,,shp_1_22,0,0
22,weekday,11521,,,,,shp_1_22,0,0
22,weekday,11522,,,,,shp_1_22,0,0
22,weekday,11523,,,,,shp_1_22,0,0
22,weekday,11524,,,,,shp_1_22,0,0
22,weekday,11525,,,,,shp_1_22,0,0
22,weekday,11526,,,,,shp_1_22,0,0
22,weekday,11527,,,,,shp_1_22,0,0
22,weekday,11528,,,,,shp_1_22,0,0
22,weekday,11529,,,,,shp_1_22,0,0
22,weekday,11530,,,,,shp_1_22,0,0
22,weekday,11531,,,,,shp_1_22,0,0
22,weekday,11532,,,,,shp_1_22,0,0
22,weekday,11533,,,,,shp_1_22,0,0
22,weekday,11534,,,,,shp_1_22,0,0
22,weekday,11535,,,,,shp_1_22,0,0
22,weekday,11536,,,,,shp_1_22,0,0
22,weekday,11537,,,,,shp_1_22,0,0
22,weekday,11538,,,,,shp_1_22,0,0
22,weekday,11539,,,,,shp_1_22,0,0
22,weekday,11540,,,,,shp_1_22,0,0
22,weekday,11541,,,,,shp_1_22,0,0
22,weekday,11542,,,,,shp_1_22,0,0
22,weekday,11543,,,,,shp_1_22,0,0
22,weekday,11544,,,,,shp_1_22,0,0
22,weekday,11545,,,,,shp_1_22,0,0
22,weekday,11546,,,,,shp_1_22,0,0
22,weekday,11547,,,,,shp_1_22,0,0
22,weekday,11548,,,,,shp_1_22,0,0
22,weekday,11549,,,,,shp_1_22,0,0
22,weekday,11550,,,,,shp_1_22,0,0
22,weekday,11551,,,,,shp_1_22,0,0
22,weekday,11552,,,,,shp_1_22,0,0
22,weekday,11553,,,,,shp_1_22,0,0
22,weekday,11554,,,,,shp_1_22,0,0
22,weekday,11555,,,,,shp_1_22,0,0
22,weekday,11556,,,,,shp_1_22,0,0
22,weekday,11557,,,,,shp_1_22,0,0
22,weekday,11558,,,,,shp_1_22,0,0
22,weekday,11559,,,,,shp_1_22,0,0
22,weekday,11560,,,,,shp_1_22,0,0
22,weekday,11561,,,,,shp_1_22,0,0
22,weekday,11562,,,,,shp_1_22,0,0
22,weekday,11563,,,,,shp_1_22,0,0
22,weekday,11564,,,,,shp_1_22,0,0
22,weekday,11565,,,,,shp_1_22,0,0
22,weekday,11566,,,,,shp_1_22,0,0
22,weekday,11567,,,,,shp_1_22,0,0
22,weekday,11568,,,,,shp_1_22,0,0
22,weekday,11569,,,,,shp_1_22,0,0
22,weekday,11570,,,,,shp_1_22,0,0
22,weekday,11571,,,,,shp_1_22,0,0
22,weekday,11572,,,,,shp_1_22,0,0
22,weekday,11573,,,,,shp_1_22,0,0
22,weekday,11574,,,,,shp_1_22,0,0
22,weekday,11575,,,,,shp_1_22,0,0
22,weekday,11576,,,,,shp_1_22,0,0
22,weekday,11577,,,,,shp_1_22,0,0
22,weekday,11578,,,,,shp_1_22,0,0
22,weekday,11579,,,,,shp_1_22,0,0
22,weekday,11580,,,,,shp_1_22,0,0
22,weekday,11581,,,,,shp_1_22,0,0
22,weekday,11582,,,,,shp_1_22,0,0
22,weekday,11583,,,,,shp_1_22,0,0
22,weekday,11584,,,,,shp_1_22,0,0
22,weekday,11585,,,,,shp_1_22,0,0
22,weekday,11586,,,,,shp_1_22,0,0
22,weekday,11587,,,,,shp_1_22,0,0
22,weekday,11588,,,,,shp_1_22,0,0
22,weekday,11589,,,,,shp_1_22,0,0
22,weekday,11590,,,,,shp_1_22,0,0
22,weekday,11591,,,,,shp_1_22,0,0
22,weekday,11592,,,,,shp_1_22,0,0
22,weekday,11593,,,,,shp_1_22,0,0
22,weekday,11594,,,,,shp_1_22,0,0
22,weekday,11595,,,,,shp_1_22,0,0
22,weekday,11596,,,,,shp_1_22,0,0
22,weekday,11597,,,,,shp_1_22,0,0
22,weekday,11598,,,,,shp_1_22,0,0
22,weekday,11599,,,,,shp_1_22,0,0
22,weekday,11600,,,,,shp_1_22,0,0
22,weekday,11601,,,,,shp_1_22,0,0
22,weekday,11602,,,,,shp_1_22,0,0
22,weekday,11603,,,,,shp_1_22,0,0
22,weekday,11604,,,,,shp_1_22,0,0
22,weekday,11605,,,,,shp_1_22,0,0
22,weekday,11606,,,,,shp_1_22,0,0
22,weekday,11607,,,,,shp_1_22,0,0
22,weekday,11608,,,,,shp_1_22,0,0
22,weekday,11609,,,,,shp_1_22,0,0
22,weekday,11610,,,,,shp_1_22,0,0
22,weekday,11611,,,,,shp_1_22,0,0
22,weekday,11612,,,,,shp_1_22,0,0
22,weekday,11613,,,,,shp_1_22,0,0
22,weekday,11614,,,,,shp_1_22,0,0
22,weekday,11615,,,,,shp_1_22,0,0
22,weekday,11616,,,,,shp_1_22,0,0
22,weekday,11617,,,,,shp_1_22,0,0
22,weekday,11618,,,,,shp_1_22,0,0
22,weekday,11619,,,,,shp_1_22,0,0
22,weekday,11620,,,,,shp_1_22,0,0
22,weekday,11621,,,,,shp_1_22,0,0
22,weekday,11622,,,,,shp_1_22,0,0
22,weekday,11623,,,,,shp_1_22,0,0
22,weekday,11624,,,,,shp_1_22,0,0
22,weekday,11625,,,,,shp_1_22,0,0
22,weekday,11626,,,,,shp_1_22,0,0
22,weekday,11627,,,,,shp_1_22,0,0
22,weekday,11628,,,,,shp_1_22,0,0
22,weekday,11629,,,,,shp_1_22,0,0
22,weekday,11630,,,,,shp_1_22,0,0
22,weekday,11631,,,,,shp_1_22,0,0
22,weekday,11632,,,,,shp_1_22,0,0
22,weekday,11633,,,,,shp_1_22,0,0
22,weekday,11634,,,,,shp_1_22,0,0
22,weekday,11635,,,,,shp_1_22,0,0
22,weekday,11636,,,,,shp_1_22,0,0
22,weekday,11637,,,,,shp_1_22,0,0
22,weekday,11638,,,,,shp_1_22,0,0
22,weekday,11639,,,,,shp_1_22,0,0
22,weekday,11640,,,,,shp_1_22,0,0
22,weekday,11641,,,,,shp_1_22,0,0
22,weekday,11642,,,,,shp_1_22,0,0
22,weekday,11643,,,,,shp_1_22,0,0
22,weekday,11644,,,,,shp_1_22,0,0
22,weekday,11645,,,,,shp_1_22,0,0
22,weekday,11646,,,,,shp_1_22,0,0
22,weekday,11647,,,,,shp_1_22,0,0
22,weekday,11648,,,,,shp_1_22,0,0
22,weekday,11649,,,,,shp_1_22,0,0
22,weekday,11650,,,,,shp_1_22,0,0
22,weekday,11651,,,,,shp_1_22,0,0
22,weekday,11652,,,,,shp_1_22,0,0
22,weekday,11653,,,,,shp_1_22,0,0
22,weekday,11654,,,,,shp_1_22,0,0
22,weekday,11655,,,,,shp_1_22,0,0
22,weekday,11656,,,,,shp_1_22,0,0
22,weekday,11657,,,,,shp_1_22,0,0
22,weekday,11658,,,,,shp_1_22,0,0
22,weekday,11659,,,,,shp_1_22,0,0
22,weekday,11660,,,,,shp_1_22,0,0
22,weekday,11661,,,,,shp_1_22,0,0
22,weekday,11662,,,,,shp_1_22,0,0
22,weekday,11663,,,,,shp_1_22,0,0
22,weekday,11664,,,,,shp_1_22,0,0
22,weekday,11665,,,,,shp_1_22,0,0
22,weekday,11666,,,,,shp_1_22,0,0
22,weekday,11667,,,,,shp_1_22,0,0
22,weekday,11668,,,,,shp_1_22,0,0
22,weekday,11669,,,,,shp_1_22,0,0
22,weekday,11670,,,,,shp_1_22,0,0
22,weekday,11671,,,,,shp_1_22,0,0
22,weekday,11672,,,,,shp_1_22,0,0
22,weekday,11673,,,,,shp_1_22,0,0
22,weekday,11674,,,,,shp_1_22,0,0
22,weekday,11675,,,,,shp_1_22,0,0
22,weekday,11676,,,,,shp_1_22,0,0
22,weekday,11677,,,,,shp_1_22,0,0
22,weekday,11678,,,,,shp_1_22,0,0
22,weekday,11679,,,,,shp_1_22,0,0
23,weekday,12423,,,,,shp_1_28,0,0
23,weekday,12424,,,,,shp_1_28,0,0
23,weekday,12425,,,,,shp_1_28,0,0
23,weekday,12426,,,,,shp_1_28,0,0
23,weekday,12427,,,,,shp_1_28,0,0
23,weekday,12428,,,,,shp_1_28,0,0
23,weekday,12429,,,,,shp_1_28,0,0
23,weekday,12430,,,,,shp_1_28,0,0
23,weekday,12431,,,,,shp_1_28,0,0
23,weekday,12432,,,,,shp_1_28,0,0
23,weekday,12433,,,,,shp_1_28,0,0
23,weekday,12434,,,,,shp_1_28,0,0
23,weekday,12435,,,,,shp_1_28,0,0
23,weekday,12436,,,,,shp_1_28,0,0
23,weekday,12437,,,,,shp_1_28,0,0
23,weekday,12438,,,,,shp_1_28,0,0
23,weekday,12439,,,,,shp_1_28,0,0
23,weekday,12440,,,,,shp_1_28,0,0
23,weekday,12441,,,,,shp_1_28,0,0
23,weekday,12442,,,,,shp_1_28,0,0
23,weekday,12443,,,,,shp_1_28,0,0
23,weekday,12444,,,,,shp_1_28,0,0
23,weekday,12445,,,,,shp_1_28,0,0
23,weekday,12446,,,,,shp_1_28,0,0
23,weekday,12447,,,,,shp_1_28,0,0
23,weekday,12448,,,,,shp_1_28,0,0
23,weekday,12449,,,,,shp_1_28,0,0
23,weekday,12450,,,,,shp_1_28,0,0
23,weekday,12451,,,,,shp_1_28,0,0
23,weekday,12452,,,,,shp_1_28,0,0
23,weekday,12453,,,,,shp_1_28,0,0
23,weekday,12454,,,,,shp_1_28,0,0
23,weekday,12455,,,,,shp_1_28,0,0
23,weekday,12456,,,,,shp_1_28,0,0
23,weekday,12457,,,,,shp_1_28,0,0
23,weekday,12458,,,,,shp_1_28,0,0
23,weekday,12459,,,,,shp_1_28,0,0
23,weekday,12460,,,,,shp_1_28,0,0
23,weekday,12461,,,,,shp_1_28,0,0
23,weekday,12462,,,,,shp_1_28,0,0
23,weekday,12463,,,,,shp_1_28,0,0
23,weekday,12464,,,,,shp_1_28,0,0
23,weekday,12465,,,,,shp_1_28,0,0
23,weekday,12466,,,,,shp_1_28,0,0
23,weekday,12467,,,,,shp_1_28,0,0
23,weekday,12468,,,,,shp_1_28,0,0
23,weekday,12469,,,,,shp_1_28,0,0
23,weekday,12470,,,,,shp_1_28,0,0
23,weekday,12471,,,,,shp_1_28,0,0
23,weekday,12472,,,,,shp_1_28,0,0
23,weekday,12473,,,,,shp_1_28,0,0
23,weekday,12474,,,,,shp_1_28,0,0
23,weekday,12475,,,,,shp_1_28,0,0
23,weekday,12476,,,,,shp_1_28,0,0
23,weekday,12477,,,,,shp_1_28,0,0
23,weekday,12478,,,,,shp_1_28,0,0
23,weekday,12479,,,,,shp_1_28,0,0
23,weekday,12480,,,,,shp_1_28,0,0
23,weekday,12481,,,,,shp_1_28,0,0
23,weekday,12482,,,,,shp_1_28,0,0
23,weekday,12483,,,,,shp_1_28,0,0
23,weekday,12484,,,,,shp_1_28,0,0
23,weekday,12485,,,,,shp_1_28,0,0
23,weekday,12486,,,,,shp_1_28,0,0
23,weekday,12487,,,,,shp_1_28,0,0
23,weekday,12488,,,,,shp_1_28,0,0
23,weekday,12489,,,,,shp_1_28,0,0
23,weekday,12490,,,,,shp_1_28,0,0
23,weekday,12491,,,,,shp_1_28,0,0
23,weekday,12492,,,,,shp_1_28,0,0
23,weekday,12493,,,,,shp_1_28,0,0
23,weekday,12494,,,,,shp_1_28,0,0
23,weekday,12495,,,,,shp_1_28,0,0
23,weekday,12496,,,,,shp_1_28,0,0
23,weekday,12497,,,,,shp_1_28,0,0
23,weekday,12498,,,,,shp_1_28,0,0
23,weekday,12499,,,,,shp_1_28,0,0
23,weekday,12500,,,,,shp_1_28,0,0
23,weekday,12501,,,,,shp_1_28,0,0
23,weekday,12502,,,,,shp_1_28,0,0
23,weekday,12503,,,,,shp_1_28,0,0
23,weekday,12504,,,,,shp_1_28,0,0
23,weekday,12505,,,,,shp_1_28,0,0
23,weekday,12506,,,,,shp_1_28,0,0
23,weekday,12507,,,,,shp_1_28,0,0
23,weekday,12508,,,,,shp_1_28,0,0
23,weekday,12509,,,,,shp_1_28,0,0
23,weekday,12510,,,,,shp_1_28,0,0
23,weekday,12511,,,,,shp_1_28,0,0
23,weekday,12512,,,,,shp_1_28,0,0
23,weekday,12513,,,,,shp_1_28,0,0
23,weekday,12514,,,,,shp_1_28,0,0
23,weekday,12515,,,,,shp_1_28,0,0
23,weekday,12516,,,,,shp_1_28,0,0
23,weekday,12517,,,,,shp_1_28,0,0
23,weekday,12518,,,,,shp_1_28,0,0
23,weekday,12519,,,,,shp_1_28,0,0
23,weekday,12520,,,,,shp_1_28,0,0
23,weekday,12521,,,,,shp_1_28,0,0
23,weekday,12522,,,,,shp_1_28,0,0
23,weekday,12523,,,,,shp_1_28,0,0
23,weekday,12524,,,,,shp_1_28,0,0
23,weekday,12525,,,,,shp_1_28,0,0
23,weekday,12526,,,,,shp_1_28,0,0
23,weekday,12527,,,,,shp_1_28,0,0
23,weekday,12528,,,,,shp_1_28,0,0
23,weekday,12529,,,,,shp_1_28,0,0
23,weekday,12530,,,,,shp_1_28,0,0
23,weekday,12531,,,,,shp_1_28,0,0
23,weekday,12532,,,,,shp_1_28,0,0
23,weekday,12533,,,,,shp_1_28,0,0
23,weekday,12534,,,,,shp_1_28,0,0
23,weekday,12535,,,,,shp_1_28,0,0
23,weekday,12536,,,,,shp_1_28,0,0
23,weekday,12537,,,,,shp_1_28,0,0
23,weekday,12538,,,,,shp_1_28,0,0
23,weekday,12539,,,,,shp_1_28,0,0
23,weekday,12540,,,,,shp_1_28,0,0
23,weekday,12541,,,,,shp_1_28,0,0
23,weekday,12542,,,,,shp_1_28,0,0
23,weekday,12543,,,,,shp_1_28,0,0
23,weekday,12544,,,,,shp_1_28,0,0
23,weekday,12545,,,,,shp_1_28,0,0
23,weekday,12546,,,,,shp_1_28,0,0
23,weekday,12547,,,,,shp_1_28,0,0
23,weekday,12548,,,,,shp_1_28,0,0
23,weekday,12549,,,,,shp_1_28,0,0
23,weekday,12550,,,,,shp_1_28,0,0
23,weekday,12551,,,,,shp_1_28,0,0
23,weekday,12552,,,,,shp_1_28,0,0
23,weekday,12553,,,,,shp_1_28,0,0
23,weekday,12554,,,,,shp_1_28,0,0
23,weekday,12555,,,,,shp_1_28,0,0
23,weekday,12556,,,,,shp_1_28,0,0
23,weekday,12557,,,,,shp_1_28,0,0
23,weekday,12558,,,,,shp_1_28,0,0
23,weekday,12559,,,,,shp_1_28,0,0
23,weekday,12560,,,,,shp_1_28,0,0
23,weekday,12561,,,,,shp_1_28,0,0
23,weekday,12562,,,,,shp_1_28,0,0
23,weekday,12563,,,,,shp_1_28,0,0
23,weekday,12564,,,,,shp_1_28,0,0
23,weekday,12565,,,,,shp_1_28,0,0
23,weekday,12566,,,,,shp_1_28,0,0
23,weekday,12567,,,,,shp_1_28,0,0
23,weekday,12568,,,,,shp_1_28,0,0
23,weekday,12569,,,,,shp_1_28,0,0
23,weekday,12570,,,,,shp_1_28,0,0
23,weekday,12571,,,,,shp_1_28,0,0
23,weekday,12572,,,,,shp_1_28,0,0
23,weekday,12573,,,,,shp_1_28,0,0
23,weekday,12574,,,,,shp_1_28,0,0
23,weekday,12575,,,,,shp_1_28,0,0
23,weekday,12576,,,,,shp_1_28,0,0
23,weekday,12577,,,,,shp_1_28,0,0
23,weekday,12578,,,,,shp_1_28,0,0
23,weekday,12579,,,,,shp_1_28,0,0
23,weekday,12580,,,,,shp_1_28,0,0
23,weekday,12581,,,,,shp_1_28,0,0
23,weekday,12582,,,,,shp_1_28,0,0
23,weekday,12583,,,,,shp_1_28,0,0
23,weekday,12584,,,,,shp_1_28,0,0
23,weekday,12585,,,,,shp_1_28,0,0
23,weekday,12586,,,,,shp_1_28,0,0
23,weekday,12587,,,,,shp_1_28,0,0
23,weekday,12588,,,,,shp_1_28,0,0
23,weekday,12589,,,,,shp_1_28,0,0
23,weekday,12590,,,,,shp_1_28,0,0
23,weekday,12591,,,,,shp_1_28,0,0
23,weekday,12592,,,,,shp_1_28,0,0
23,weekday,12593,,,,,shp_1_28,0,0
23,weekday,12594,,,,,shp_1_28,0,0
23,weekday,12595,,,,,shp_1_28,0,0
23,weekday,12596,,,,,shp_1_28,0,0
23,weekday,12597,,,,,shp_1_28,0,0
23,weekday,12598,,,,,shp_1_28,0,0
23,weekday,12599,,,,,shp_1_28,0,0
23,weekday,12600,,,,,shp_1_28,0,0
23,weekday,12601,,,,,shp_1_28,0,0
23,weekday,12602,,,,,shp_1_28,0,0
23,weekday,12603,,,,,shp_1_28,0,0
23,weekday,12604,,,,,shp_1_28,0,0
23,weekday,12605,,,,,shp_1_28,0,0
23,weekday,12606,,,,,shp_1_28,0,0
23,weekday,12607,,,,,shp_1_28,0,0
23,weekday,12608,,,,,shp_1_28,0,0
24,weekday,12942,,,,,shp_1_36,0,0
24,weekday,12943,,,,,shp_1_36,0,0
24,weekday,12944,,,,,shp_1_36,0,0
24,weekday,12945,,,,,shp_1_36,0,0
24,weekday,12946,,,,,shp_1_36,0,0
24,weekday,12947,,,,,shp_1_36,0,0
24,weekday,12948,,,,,shp_1_36,0,0
24,weekday,12949,,,,,shp_1_36,0,0
24,weekday,12950,,,,,shp_1_36,0,0
24,weekday,12951,,,,,shp_1_36,0,0
24,weekday,12952,,,,,shp_1_36,0,0
24,weekday,12953,,,,,shp_1_36,0,0
24,weekday,12954,,,,,shp_1_36,0,0
24,weekday,12955,,,,,shp_1_36,0,0
24,weekday,12956,,,,,shp_1_36,0,0
24,weekday,12957,,,,,shp_1_36,0,0
24,weekday,12958,,,,,shp_1_36,0,0
24,weekday,12959,,,,,shp_1_36,0,0
24,weekday,12960,,,,,shp_1_36,0,0
24,weekday,12961,,,,,shp_1_36,0,0
24,weekday,12962,,,,,shp_1_36,0,0
24,weekday,12963,,,,,shp_1_36,0,0
24,weekday,12964,,,,,shp_1_36,0,0
24,weekday,12965,,,,,shp_1_36,0,0
24,weekday,12966,,,,,shp_1_36,0,0
24,weekday,12967,,,,,shp_1_36,0,0
24,weekday,12968,,,,,shp_1_36,0,0
24,weekday,12969,,,,,shp_1_36,0,0
24,weekday,12970,,,,,shp_1_36,0,0
24,weekday,12971,,,,,shp_1_36,0,0
24,weekday,12972,,,,,shp_1_36,0,0
24,weekday,12973,,,,,shp_1_36,0,0
24,weekday,12974,,,,,shp_1_36,0,0
24,weekday,12975,,,,,shp_1_36,0,0
24,weekday,12976,,,,,shp_1_36,0,0
24,weekday,12977,,,,,shp_1_36,0,0
24,weekday,12978,,,,,shp_1_36,0,0
24,weekday,12979,,,,,shp_1_36,0,0
24,weekday,12980,,,,,shp_1_36,0,0
24,weekday,12981,,,,,shp_1_36,0,0
24,weekday,12982,,,,,shp_1_36,0,0
24,weekday,12983,,,,,shp_1_36,0,0
24,weekday,12984,,,,,shp_1_36,0,0
24,weekday,12985,,,,,shp_1_36,0,0
24,weekday,12986,,,,,shp_1_36,0,0
24,weekday,12987,,,,,shp_1_36,0,0
24,weekday,12988,,,,,shp_1_36,0,0
24,weekday,12989,,,,,shp_1_36,0,0
24,weekday,12990,,,,,shp_1_36,0,0
24,weekday,12991,,,,,shp_1_36,0,0
24,weekday,12992,,,,,shp_1_36,0,0
24,weekday,12993,,,,,shp_1_36,0,0
24,weekday,12994,,,,,shp_1_36,0,0
24,weekday,12995,,,,,shp_1_36,0,0
24,weekday,12996,,,,,shp_1_36,0,0
24,weekday,12997,,,,,shp_1_36,0,0
24,weekday,12998,,,,,shp_1_36,0,0
24,weekday,12999,,,,,shp_1_36,0,0
24,weekday,13000,,,,,shp_1_36,0,0
24,weekday,13001,,,,,shp_1_36,0,0
24,weekday,13002,,,,,shp_1_36,0,0
24,weekday,13003,,,,,shp_1_36,0,0
24,weekday,13004,,,,,shp_1_36,0,0
24,weekday,13005,,,,,shp_1_36,0,0
24,weekday,13006,,,,,shp_1_36,0,0
24,weekday,13007,,,,,shp_1_36,0,0
24,weekday,13008,,,,,shp_1_36,0,0
24,weekday,13009,,,,,shp_1_36,0,0
24,weekday,13010,,,,,shp_1_36,0,0
24,weekday,13011,,,,,shp_1_36,0,0
24,weekday,13012,,,,,shp_1_36,0,0
24,weekday,13013,,,,,shp_1_36,0,0
24,weekday,13014,,,,,shp_1_36,0,0
24,weekday,13015,,,,,shp_1_36,0,0
24,weekday,13016,,,,,shp_1_36,0,0
24,weekday,13017,,,,,shp_1_36,0,0
24,weekday,13018,,,,,shp_1_36,0,0
24,weekday,13019,,,,,shp_1_36,0,0
24,weekday,13020,,,,,shp_1_36,0,0
24,weekday,13021,,,,,shp_1_36,0,0
24,weekday,13022,,,,,shp_1_36,0,0
24,weekday,13023,,,,,shp_1_36,0,0
24,weekday,13024,,,,,shp_1_36,0,0
24,weekday,13025,,,,,shp_1_36,0,0
24,weekday,13026,,,,,shp_1_36,0,0
24,weekday,13027,,,,,shp_1_36,0,0
24,weekday,13028,,,,,shp_1_36,0,0
24,weekday,13029,,,,,shp_1_36,0,0
24,weekday,13030,,,,,shp_1_36,0,0
24,weekday,13031,,,,,shp_1_36,0,0
24,weekday,13032,,,,,shp_1_36,0,0
24,weekday,13033,,,,,shp_1_36,0,0
24,weekday,13034,,,,,shp_1_36,0,0
24,weekday,13035,,,,,shp_1_36,0,0
24,weekday,13036,,,,,shp_1_36,0,0
24,weekday,13037,,,,,shp_1_36,0,0
24,weekday,13038,,,,,shp_1_36,0,0
24,weekday,13039,,,,,shp_1_36,0,0
24,weekday,13040,,,,,shp_1_36,0,0
24,weekday,13041,,,,,shp_1_36,0,0
24,weekday,13042,,,,,shp_1_36,0,0
24,weekday,13043,,,,,shp_1_36,0,0
24,weekday,13044,,,,,shp_1_36,0,0
24,weekday,13045,,,,,shp_1_36,0,0
24,weekday,13046,,,,,shp_1_36,0,0
24,weekday,13047,,,,,shp_1_36,0,0
24,weekday,13048,,,,,shp_1_36,0,0
24,weekday,13049,,,,,shp_1_36,0,0
24,weekday,13050,,,,,shp_1_36,0,0
24,weekday,13051,,,,,shp_1_36,0,0
24,weekday,13052,,,,,shp_1_36,0,0
24,weekday,13053,,,,,shp_1_36,0,0
24,weekday,13054,,,,,shp_1_36,0,0
24,weekday,13055,,,,,shp_1_36,0,0
24,weekday,13056,,,,,shp_1_36,0,0
24,weekday,13057,,,,,shp_1_36,0,0
24,weekday,13058,,,,,shp_1_36,0,0
24,weekday,13059,,,,,shp_1_36,0,0
24,weekday,13060,,,,,shp_1_36,0,0
24,weekday,13061,,,,,shp_1_36,0,0
24,weekday,13062,,,,,shp_1_36,0,0
24,weekday,13063,,,,,shp_1_36,0,0
24,weekday,13064,,,,,shp_1_36,0,0
24,weekday,13065,,,,,shp_1_36,0,0
24,weekday,13066,,,,,shp_1_36,0,0
24,weekday,13067,,,,,shp_1_36,0,0
24,weekday,13068,,,,,shp_1_36,0,0
24,weekday,13069,,,,,shp_1_36,0,0
24,weekday,13070,,,,,shp_1_36,0,0
24,weekday,13071,,,,,shp_1_36,0,0
24,weekday,13072,,,,,shp_1_36,0,0
24,weekday,13073,,,,,shp_1_36,0,0
24,weekday,13074,,,,,shp_1_36,0,0
24,weekday,13075,,,,,shp_1_36,0,0
24,weekday,13076,,,,,shp_1_36,0,0
24,weekday,13077,,,,,shp_1_36,0,0
24,weekday,13078,,,,,shp_1_36,0,0
24,weekday,13079,,,,,shp_1_36,0,0
24,weekday,13080,,,,,shp_1_36,0,0
24,weekday,13081,,,,,shp_1_36,0,0
24,weekday,13082,,,,,shp_1_36,0,0
24,weekday,13083,,,,,shp_1_36,0,0
24,weekday,13084,,,,,shp_1_36,0,0
24,weekday,13085,,,,,shp_1_36,0,0
24,weekday,13086,,,,,shp_1_36,0,0
24,weekday,13087,,,,,shp_1_36,0,0
24,weekday,13088,,,,,shp_1_36,0,0
24,weekday,13089,,,,,shp_1_36,0,0
24,weekday,13090,,,,,shp_1_36,0,0
24,weekday,13091,,,,,shp_1_36,0,0
24,weekday,13092,,,,,shp_1_36,0,0
24,weekday,13093,,,,,shp_1_36,0,0
24,weekday,13094,,,,,shp_1_36,0,0
24,weekday,13095,,,,,shp_1_36,0,0
24,weekday,13096,,,,,shp_1_36,0,0
24,weekday,13097,,,,,shp_1_36,0,0
24,weekday,13098,,,,,shp_1_36,0,0
24,weekday,13099,,,,,shp_1_36,0,0
24,weekday,13100,,,,,shp_1_36,0,0
24,weekday,13101,,,,,shp_1_36,0,0
24,weekday,13102,,,,,shp_1_36,0,0
24,weekday,13103,,,,,shp_1_36,0,0
24,weekday,13104,,,,,shp_1_36,0,0
24,weekday,13105,,,,,shp_1_36,0,0
24,weekday,13106,,,,,shp_1_36,0,0
24,weekday,13107,,,,,shp_1_36,0,0
24,weekday,13108,,,,,shp_1_36,0,0
24,weekday,13109,,,,,shp_1_36,0,0
24,weekday,13110,,,,,shp_1_36,0,0
24,weekday,13111,,,,,shp_1_36,0,0
